행정구역별,산업별,종사자규모별,사업체수 (개),종사자수 (명)
부산,도매 및 소매업(45~47),10 - 19명,1806,23523
부산,도매 및 소매업(45~47),20 - 49명,713,20216
부산,도매 및 소매업(45~47),50 - 99명,130,8684
부산,도매 및 소매업(45~47),100 - 299명,52,7661
부산,도매 및 소매업(45~47),300 - 499명,2,X
부산,도매 및 소매업(45~47),500 - 999명,1,X
부산,운수 및 창고업(49~52),계,26904,110705
부산,운수 및 창고업(49~52),1 - 4명,24125,28510
부산,운수 및 창고업(49~52),5 - 9명,1208,7844
부산,운수 및 창고업(49~52),10 - 19명,696,9447
부산,운수 및 창고업(49~52),20 - 49명,485,14527
부산,운수 및 창고업(49~52),50 - 99명,177,12202
부산,운수 및 창고업(49~52),100 - 299명,192,28249
부산,운수 및 창고업(49~52),300 - 499명,16,5929
부산,운수 및 창고업(49~52),500 - 999명,5,3997
부산,숙박 및 음식점업(55~56),계,52240,162889
부산,숙박 및 음식점업(55~56),1 - 4명,44669,94412
부산,숙박 및 음식점업(55~56),5 - 9명,5933,36692
부산,숙박 및 음식점업(55~56),10 - 19명,1293,16232
부산,숙박 및 음식점업(55~56),20 - 49명,264,7671
부산,숙박 및 음식점업(55~56),50 - 99명,65,4174
부산,숙박 및 음식점업(55~56),100 - 299명,13,2339
부산,숙박 및 음식점업(55~56),300 - 499명,2,X
부산,숙박 및 음식점업(55~56),500 - 999명,1,X
부산,정보통신업(58~63),계,1892,17122
부산,정보통신업(58~63),1 - 4명,1125,2360
부산,정보통신업(58~63),5 - 9명,439,2736
부산,정보통신업(58~63),10 - 19명,173,2253
부산,정보통신업(58~63),20 - 49명,97,2980
부산,정보통신업(58~63),50 - 99명,25,1779
부산,정보통신업(58~63),100 - 299명,32,4550
부산,정보통신업(58~63),300 - 499명,1,X
부산,금융 및 보험업(64~66),계,3302,51295
부산,금융 및 보험업(64~66),1 - 4명,1023,2125
부산,금융 및 보험업(64~66),5 - 9명,748,5134
부산,금융 및 보험업(64~66),10 - 19명,829,11010
부산,금융 및 보험업(64~66),20 - 49명,551,17152
부산,금융 및 보험업(64~66),50 - 99명,112,7109
부산,금융 및 보험업(64~66),100 - 299명,30,4482
부산,금융 및 보험업(64~66),300 - 499명,6,2201
부산,금융 및 보험업(64~66),500 - 999명,3,2082
부산,부동산업(68),계,11751,36048
부산,부동산업(68),1 - 4명,9915,16325
부산,부동산업(68),5 - 9명,1249,7947
부산,부동산업(68),10 - 19명,414,5310
부산,부동산업(68),20 - 49명,153,4388
부산,부동산업(68),50 - 99명,13,843
부산,부동산업(68),100 - 299명,7,1235
부산,"전문, 과학 및 기술 서비스업(70~73)",계,7319,46485
부산,"전문, 과학 및 기술 서비스업(70~73)",1 - 4명,4818,10151
부산,"전문, 과학 및 기술 서비스업(70~73)",5 - 9명,1608,10243
부산,"전문, 과학 및 기술 서비스업(70~73)",10 - 19명,536,7082
부산,"전문, 과학 및 기술 서비스업(70~73)",20 - 49명,250,7513
부산,"전문, 과학 및 기술 서비스업(70~73)",50 - 99명,74,5051
부산,"전문, 과학 및 기술 서비스업(70~73)",100 - 299명,28,4360
부산,"전문, 과학 및 기술 서비스업(70~73)",300 - 499명,3,996
부산,"전문, 과학 및 기술 서비스업(70~73)",500 - 999명,2,X
부산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,5325,82742
부산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1 - 4명,3823,7091
부산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",5 - 9명,602,3843
부산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",10 - 19명,303,4024
부산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",20 - 49명,303,9330
부산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",50 - 99명,133,9388
부산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",100 - 299명,113,19509
부산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",300 - 499명,22,8175
부산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",500 - 999명,20,13978
부산,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1000명 이상,6,7404
부산,"공공행정, 국방 및 사회보장 행정(84)",계,708,45485
부산,"공공행정, 국방 및 사회보장 행정(84)",1 - 4명,96,150
부산,"공공행정, 국방 및 사회보장 행정(84)",5 - 9명,44,304
부산,"공공행정, 국방 및 사회보장 행정(84)",10 - 19명,231,3242
부산,"공공행정, 국방 및 사회보장 행정(84)",20 - 49명,186,5756
부산,"공공행정, 국방 및 사회보장 행정(84)",50 - 99명,70,4545
부산,"공공행정, 국방 및 사회보장 행정(84)",100 - 299명,48,7930
부산,"공공행정, 국방 및 사회보장 행정(84)",300 - 499명,10,3576
부산,"공공행정, 국방 및 사회보장 행정(84)",500 - 999명,19,13451
부산,"공공행정, 국방 및 사회보장 행정(84)",1000명 이상,4,6531
부산,교육 서비스업(85),계,12549,102104
부산,교육 서비스업(85),1 - 4명,9574,16365
부산,교육 서비스업(85),5 - 9명,1397,8918
부산,교육 서비스업(85),10 - 19명,626,8179
부산,교육 서비스업(85),20 - 49명,450,14348
부산,교육 서비스업(85),50 - 99명,439,30456
부산,교육 서비스업(85),100 - 299명,42,5710
부산,교육 서비스업(85),300 - 499명,10,3974
부산,교육 서비스업(85),500 - 999명,5,3682
부산,교육 서비스업(85),1000명 이상,6,10472
부산,보건업 및 사회복지 서비스업(86~87),계,9246,136523
부산,보건업 및 사회복지 서비스업(86~87),1 - 4명,4019,11704
부산,보건업 및 사회복지 서비스업(86~87),5 - 9명,2754,17686
부산,보건업 및 사회복지 서비스업(86~87),10 - 19명,1312,17247
부산,보건업 및 사회복지 서비스업(86~87),20 - 49명,665,20270
부산,보건업 및 사회복지 서비스업(86~87),50 - 99명,323,23093
부산,보건업 및 사회복지 서비스업(86~87),100 - 299명,142,22190
부산,보건업 및 사회복지 서비스업(86~87),300 - 499명,11,4288
부산,보건업 및 사회복지 서비스업(86~87),500 - 999명,15,9934
부산,보건업 및 사회복지 서비스업(86~87),1000명 이상,5,10111
부산,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,7261,24700
부산,"예술, 스포츠 및 여가관련 서비스업(90~91)",1 - 4명,6299,11165
부산,"예술, 스포츠 및 여가관련 서비스업(90~91)",5 - 9명,722,4541
부산,"예술, 스포츠 및 여가관련 서비스업(90~91)",10 - 19명,131,1676
부산,"예술, 스포츠 및 여가관련 서비스업(90~91)",20 - 49명,67,1954
부산,"예술, 스포츠 및 여가관련 서비스업(90~91)",50 - 99명,24,1544
부산,"예술, 스포츠 및 여가관련 서비스업(90~91)",100 - 299명,14,2111
부산,"예술, 스포츠 및 여가관련 서비스업(90~91)",300 - 499명,3,1068
부산,"예술, 스포츠 및 여가관련 서비스업(90~91)",500 - 999명,1,X
부산,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,29539,62584
부산,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1 - 4명,27549,39700
부산,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",5 - 9명,1359,8675
부산,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",10 - 19명,414,5383
부산,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20 - 49명,169,4879
부산,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",50 - 99명,34,2120
부산,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",100 - 299명,14,1827
대구,전체 산업,계,210547,967206
대구,전체 산업,1 - 4명,173852,303990
대구,전체 산업,5 - 9명,22131,141761
대구,전체 산업,10 - 19명,8126,106803
대구,전체 산업,20 - 49명,4295,126857
대구,전체 산업,50 - 99명,1400,95426
대구,전체 산업,100 - 299명,611,94580
대구,전체 산업,300 - 499명,69,25445
대구,전체 산업,500 - 999명,43,29171
대구,전체 산업,1000명 이상,20,43173
대구,"농업, 임업 및 어업(01~03)",계,18,318
대구,"농업, 임업 및 어업(01~03)",1 - 4명,13,30
대구,"농업, 임업 및 어업(01~03)",5 - 9명,2,X
대구,"농업, 임업 및 어업(01~03)",10 - 19명,1,X
대구,"농업, 임업 및 어업(01~03)",100 - 299명,2,X
대구,광업(05~08),계,6,26
대구,광업(05~08),1 - 4명,4,8
대구,광업(05~08),5 - 9명,1,X
대구,광업(05~08),10 - 19명,1,X
대구,제조업(10~34),계,26961,176508
대구,제조업(10~34),1 - 4명,19127,38478
대구,제조업(10~34),5 - 9명,4526,30302
대구,제조업(10~34),10 - 19명,1767,23194
대구,제조업(10~34),20 - 49명,1095,32438
대구,제조업(10~34),50 - 99명,299,20450
대구,제조업(10~34),100 - 299명,123,19277
대구,제조업(10~34),300 - 499명,13,4722
대구,제조업(10~34),500 - 999명,10,6453
대구,제조업(10~34),1000명 이상,1,X
대구,"전기, 가스, 증기 및 공기조절 공급업(35)",계,77,2632
대구,"전기, 가스, 증기 및 공기조절 공급업(35)",1 - 4명,47,85
대구,"전기, 가스, 증기 및 공기조절 공급업(35)",5 - 9명,7,41
대구,"전기, 가스, 증기 및 공기조절 공급업(35)",10 - 19명,6,76
대구,"전기, 가스, 증기 및 공기조절 공급업(35)",20 - 49명,5,145
대구,"전기, 가스, 증기 및 공기조절 공급업(35)",50 - 99명,7,511
대구,"전기, 가스, 증기 및 공기조절 공급업(35)",100 - 299명,4,761
대구,"전기, 가스, 증기 및 공기조절 공급업(35)",1000명 이상,1,X
대구,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,341,3763
대구,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,179,419
대구,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,65,420
대구,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,45,586
대구,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,37,1087
대구,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,13,937
대구,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",100 - 299명,2,X
대구,건설업(41~42),계,6795,60332
대구,건설업(41~42),1 - 4명,3981,9032
대구,건설업(41~42),5 - 9명,1459,9485
대구,건설업(41~42),10 - 19명,817,10706
대구,건설업(41~42),20 - 49명,390,11369
대구,건설업(41~42),50 - 99명,92,6219
대구,건설업(41~42),100 - 299명,45,7215
대구,건설업(41~42),300 - 499명,6,2215
대구,건설업(41~42),500 - 999명,4,2335
대구,건설업(41~42),1000명 이상,1,X
대구,도매 및 소매업(45~47),계,55470,165411
대구,도매 및 소매업(45~47),1 - 4명,49460,88142
대구,도매 및 소매업(45~47),5 - 9명,4291,26719
대구,도매 및 소매업(45~47),10 - 19명,1159,15136
대구,도매 및 소매업(45~47),20 - 49명,452,12815
대구,도매 및 소매업(45~47),50 - 99명,72,4758
대구,도매 및 소매업(45~47),100 - 299명,33,5228
대구,도매 및 소매업(45~47),300 - 499명,2,X
대구,도매 및 소매업(45~47),1000명 이상,1,X
대구,운수 및 창고업(49~52),계,21094,47711
대구,운수 및 창고업(49~52),1 - 4명,20293,21435
대구,운수 및 창고업(49~52),5 - 9명,312,2076
대구,운수 및 창고업(49~52),10 - 19명,166,2162
대구,운수 및 창고업(49~52),20 - 49명,158,5019
대구,운수 및 창고업(49~52),50 - 99명,106,7078
대구,운수 및 창고업(49~52),100 - 299명,56,8599
대구,운수 및 창고업(49~52),300 - 499명,2,X
대구,운수 및 창고업(49~52),500 - 999명,1,X
대구,숙박 및 음식점업(55~56),계,35154,101342
대구,숙박 및 음식점업(55~56),1 - 4명,30414,62959
대구,숙박 및 음식점업(55~56),5 - 9명,3858,23870
대구,숙박 및 음식점업(55~56),10 - 19명,743,9205
대구,숙박 및 음식점업(55~56),20 - 49명,116,3376
대구,숙박 및 음식점업(55~56),50 - 99명,21,1294
대구,숙박 및 음식점업(55~56),100 - 299명,1,X
대구,숙박 및 음식점업(55~56),300 - 499명,1,X
대구,정보통신업(58~63),계,1254,12984
대구,정보통신업(58~63),1 - 4명,760,1538
대구,정보통신업(58~63),5 - 9명,251,1579
대구,정보통신업(58~63),10 - 19명,129,1719
대구,정보통신업(58~63),20 - 49명,62,1922
대구,정보통신업(58~63),50 - 99명,29,2110
대구,정보통신업(58~63),100 - 299명,21,3368
대구,정보통신업(58~63),300 - 499명,2,X
대구,금융 및 보험업(64~66),계,2185,33767
대구,금융 및 보험업(64~66),1 - 4명,618,1359
대구,금융 및 보험업(64~66),5 - 9명,583,4041
대구,금융 및 보험업(64~66),10 - 19명,528,7065
대구,금융 및 보험업(64~66),20 - 49명,365,11188
대구,금융 및 보험업(64~66),50 - 99명,57,3734
대구,금융 및 보험업(64~66),100 - 299명,30,4501
대구,금융 및 보험업(64~66),300 - 499명,2,X
대구,금융 및 보험업(64~66),500 - 999명,2,X
대구,부동산업(68),계,7243,23332
대구,부동산업(68),1 - 4명,6122,9489
대구,부동산업(68),5 - 9명,655,4155
대구,부동산업(68),10 - 19명,323,4312
대구,부동산업(68),20 - 49명,130,3536
대구,부동산업(68),50 - 99명,9,545
대구,부동산업(68),100 - 299명,2,X
대구,부동산업(68),300 - 499명,2,X
대구,"전문, 과학 및 기술 서비스업(70~73)",계,4839,27010
대구,"전문, 과학 및 기술 서비스업(70~73)",1 - 4명,3233,6529
대구,"전문, 과학 및 기술 서비스업(70~73)",5 - 9명,1047,6725
대구,"전문, 과학 및 기술 서비스업(70~73)",10 - 19명,362,4725
대구,"전문, 과학 및 기술 서비스업(70~73)",20 - 49명,147,4042
대구,"전문, 과학 및 기술 서비스업(70~73)",50 - 99명,33,2096
대구,"전문, 과학 및 기술 서비스업(70~73)",100 - 299명,15,2148
대구,"전문, 과학 및 기술 서비스업(70~73)",300 - 499명,2,X
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,3029,46468
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1 - 4명,2150,4094
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",5 - 9명,348,2231
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",10 - 19명,187,2574
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",20 - 49명,184,5476
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",50 - 99명,65,4468
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",100 - 299명,62,10302
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",300 - 499명,22,8289
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",500 - 999명,9,5967
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1000명 이상,2,X
대구,"공공행정, 국방 및 사회보장 행정(84)",계,449,30055
대구,"공공행정, 국방 및 사회보장 행정(84)",1 - 4명,46,64
대구,"공공행정, 국방 및 사회보장 행정(84)",5 - 9명,23,157
대구,"공공행정, 국방 및 사회보장 행정(84)",10 - 19명,127,1853
대구,"공공행정, 국방 및 사회보장 행정(84)",20 - 49명,139,4258
대구,"공공행정, 국방 및 사회보장 행정(84)",50 - 99명,60,3776
대구,"공공행정, 국방 및 사회보장 행정(84)",100 - 299명,35,6144
대구,"공공행정, 국방 및 사회보장 행정(84)",300 - 499명,5,2043
대구,"공공행정, 국방 및 사회보장 행정(84)",500 - 999명,11,8192
대구,"공공행정, 국방 및 사회보장 행정(84)",1000명 이상,3,3568
대구,교육 서비스업(85),계,10957,77969
대구,교육 서비스업(85),1 - 4명,8646,14093
대구,교육 서비스업(85),5 - 9명,1159,7357
대구,교육 서비스업(85),10 - 19명,406,5387
대구,교육 서비스업(85),20 - 49명,349,11166
대구,교육 서비스업(85),50 - 99명,317,22157
대구,교육 서비스업(85),100 - 299명,69,8380
대구,교육 서비스업(85),300 - 499명,5,1718
대구,교육 서비스업(85),500 - 999명,3,2123
대구,교육 서비스업(85),1000명 이상,3,5588
대구,보건업 및 사회복지 서비스업(86~87),계,7100,96782
대구,보건업 및 사회복지 서비스업(86~87),1 - 4명,3107,9045
대구,보건업 및 사회복지 서비스업(86~87),5 - 9명,2210,14153
대구,보건업 및 사회복지 서비스업(86~87),10 - 19명,1013,13513
대구,보건업 및 사회복지 서비스업(86~87),20 - 49명,476,13501
대구,보건업 및 사회복지 서비스업(86~87),50 - 99명,183,12767
대구,보건업 및 사회복지 서비스업(86~87),100 - 299명,96,15183
대구,보건업 및 사회복지 서비스업(86~87),300 - 499명,4,1267
대구,보건업 및 사회복지 서비스업(86~87),500 - 999명,3,2375
대구,보건업 및 사회복지 서비스업(86~87),1000명 이상,8,14978
대구,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,5971,17785
